id,event_type,event_cause,corridor,junction,zone,time_slot,requires_road_closure,daily_rain_mm,predicted_clearance_min,planned_impact_baseline,impact_score,impact_band
FKID000235,planned,construction,ORR East 2,,,evening_peak,False,1.5,715.1484,5.8,41.7,Medium
FKID003704,planned,public_event,Mysore Road,,,,True,0.0,53.097115,23.6,41.5,Medium
FKID004258,planned,construction,ORR East 2,,East Zone 1,evening_peak,False,1.5,697.4782,5.8,41.3,Medium
FKID004644,planned,construction,ORR East 2,,East Zone 1,evening_peak,False,1.5,697.4782,5.8,41.3,Medium
FKID004330,planned,construction,ORR East 2,,East Zone 1,evening_peak,False,1.5,697.4782,5.8,41.3,Medium
FKID004760,planned,construction,ORR North 2,,North Zone 1,evening_peak,False,2.3,449.339,7.7,41.3,Medium
FKID002168,planned,construction,ORR East 2,,,evening_peak,False,1.5,694.498,5.8,41.2,Medium
FKID005457,planned,construction,ORR East 2,,East Zone 1,evening_peak,False,1.5,684.8155,5.8,41.0,Medium
FKID007646,planned,construction,Mysore Road,UniversityJunc(Janabharti),West Zone 1,,True,0.0,48.128086,23.6,40.7,Medium
FKID007681,planned,construction,Mysore Road,UniversityJunc(Janabharti),West Zone 1,,True,0.0,48.128086,23.6,40.7,Medium
FKID004122,planned,construction,Mysore Road,,,,True,0.0,22.291344,23.6,40.1,Medium
FKID004486,planned,public_event,Bellary Road 1,,Central Zone 2,,True,0.0,36.304035,18.8,39.6,Medium
FKID006314,planned,procession,Mysore Road,HudsonCircle,Central Zone 2,,True,0.0,47.376976,23.6,38.9,Medium
FKID004799,planned,construction,ORR East 2,,East Zone 1,night,False,1.5,766.6321,5.8,38.5,Medium
FKID007686,planned,procession,Mysore Road,SiddalingaiahCircle,Central Zone 1,,True,0.0,30.775284,23.6,38.5,Medium
FKID001815,planned,construction,ORR East 2,,,night,False,1.5,761.5952,5.8,38.4,Medium
FKID002561,planned,construction,ORR East 2,,,night,False,1.5,759.82416,5.8,38.4,Medium
FKID005255,planned,construction,ORR East 2,,East Zone 1,night,False,1.5,760.73096,5.8,38.4,Medium
FKID005233,planned,construction,ORR East 2,,East Zone 1,night,False,1.5,760.73096,5.8,38.4,Medium
FKID004766,planned,construction,ORR East 2,,East Zone 1,night,False,1.5,760.73096,5.8,38.4,Medium
FKID004925,planned,construction,ORR East 2,,East Zone 1,night,False,1.5,760.73096,5.8,38.4,Medium
FKID004603,planned,construction,ORR East 2,,East Zone 1,night,False,1.5,757.69434,5.8,38.3,Medium
FKID005223,planned,construction,ORR East 2,,East Zone 1,night,False,1.5,751.8619,5.8,38.2,Medium
FKID003404,planned,construction,ORR East 2,,,evening_peak,False,2.3,338.8149,5.8,38.2,Medium
FKID001970,planned,vip_movement,Mysore Road,,,,True,0.0,9.128584,23.6,38.0,Medium
FKID002015,planned,vip_movement,Mysore Road,,,,True,0.0,9.128584,23.6,38.0,Medium
FKID002057,planned,vip_movement,Mysore Road,,,,True,0.0,9.128584,23.6,38.0,Medium
FKID002008,planned,vip_movement,Mysore Road,,,,True,0.0,9.128584,23.6,38.0,Medium
FKID002105,planned,construction,ORR East 2,,,night,False,1.5,735.98895,5.8,37.8,Medium
FKID002659,planned,construction,ORR East 2,,,night,False,1.5,735.98895,5.8,37.8,Medium
FKID000970,planned,construction,ORR East 2,,,night,False,1.5,735.98895,5.8,37.8,Medium
FKID001025,planned,construction,ORR East 2,,,night,False,1.5,735.98895,5.8,37.8,Medium
FKID005046,planned,construction,ORR East 2,,East Zone 1,night,False,1.5,730.072,5.8,37.7,Medium
FKID000082,planned,construction,ORR East 2,,,night,False,1.5,727.408,5.8,37.6,Medium
FKID000805,planned,construction,ORR East 2,,,evening_peak,False,1.5,529.2774,5.8,37.4,Medium
FKID004670,planned,construction,ORR East 2,,East Zone 1,night,False,1.5,707.4921,5.8,37.1,Medium
FKID004362,planned,construction,ORR East 2,,East Zone 1,night,False,1.5,707.4921,5.8,37.1,Medium
FKID005637,planned,construction,ORR East 2,,East Zone 1,night,False,1.5,707.4921,5.8,37.1,Medium
FKID005646,planned,construction,ORR East 2,,East Zone 1,night,False,1.5,707.4921,5.8,37.1,Medium
FKID004585,planned,construction,ORR East 2,,East Zone 1,night,False,1.5,707.4921,5.8,37.1,Medium
FKID005179,planned,construction,ORR East 2,,,night,False,1.5,707.4921,5.8,37.1,Medium
FKID005134,planned,construction,ORR East 2,,East Zone 1,night,False,1.5,707.4921,5.8,37.1,Medium
FKID004886,planned,construction,ORR East 2,,East Zone 1,night,False,1.5,707.4921,5.8,37.1,Medium
FKID004537,planned,construction,ORR East 2,,East Zone 1,night,False,1.5,707.4921,5.8,37.1,Medium
FKID004903,planned,construction,ORR East 2,,,night,False,1.5,707.4921,5.8,37.1,Medium
FKID004848,planned,construction,ORR East 2,,East Zone 1,night,False,1.5,707.4921,5.8,37.1,Medium
FKID000139,planned,construction,ORR East 2,,,night,False,1.5,707.4921,5.8,37.1,Medium
FKID000312,planned,construction,ORR East 2,,,night,False,1.5,707.4921,5.8,37.1,Medium
FKID005626,planned,construction,ORR East 2,,East Zone 1,night,False,1.5,707.4921,5.8,37.1,Medium
FKID005568,planned,construction,ORR East 2,,East Zone 1,night,False,1.5,707.4921,5.8,37.1,Medium
FKID005589,planned,construction,ORR East 2,,East Zone 1,night,False,1.5,707.4921,5.8,37.1,Medium
FKID005394,planned,construction,ORR East 2,,East Zone 1,night,False,1.5,707.4921,5.8,37.1,Medium
FKID005532,planned,construction,ORR East 2,,East Zone 1,night,False,1.5,707.4921,5.8,37.1,Medium
FKID005115,planned,construction,ORR East 2,,East Zone 1,night,False,1.5,702.4829,5.8,37.0,Medium
FKID004726,planned,construction,ORR East 2,,,night,False,1.5,702.4829,5.8,37.0,Medium
FKID005741,planned,construction,ORR East 2,,East Zone 1,night,False,1.5,702.4829,5.8,37.0,Medium
FKID005412,planned,construction,ORR East 2,,East Zone 1,night,False,1.5,702.4829,5.8,37.0,Medium
FKID007176,planned,construction,Bellary Road 2,SantheCircle,North Zone 2,evening_peak,False,2.3,216.51503,10.7,36.9,Medium
FKID002483,planned,public_event,Old Madras Road,,,,True,0.0,54.659313,8.2,36.8,Medium
FKID006283,planned,public_event,Hosur Road,AnepalyaJunc,Central Zone 1,,True,0.0,44.051777,8.9,36.8,Medium
FKID003312,planned,construction,ORR East 2,,,evening_peak,False,1.5,493.25357,5.8,36.6,Medium
FKID003133,planned,construction,ORR East 2,,,evening_peak,False,1.5,493.89526,5.8,36.6,Medium
FKID003707,planned,construction,Old Madras Road,,,,True,0.0,66.06161,8.2,36.4,Medium
FKID002463,planned,construction,ORR East 2,,,night,False,1.5,674.0271,5.8,36.4,Medium
FKID001573,planned,public_event,Old Madras Road,,,,True,0.0,32.3774,8.2,36.3,Medium
FKID003763,planned,public_event,ORR West 1,,,,True,0.0,55.425697,6.0,36.2,Medium
FKID001578,planned,public_event,Old Madras Road,,,,True,0.0,22.798203,8.2,36.1,Medium
FKID001581,planned,public_event,Old Madras Road,,,,True,0.0,22.798203,8.2,36.1,Medium
FKID005086,planned,construction,Airport New South Road,,North Zone 1,evening_peak,False,2.3,295.53842,1.8,36.0,Medium
FKID008054,planned,public_event,ORR West 1,KanakapuraRd-RingRdJunction,,,True,0.0,45.04848,6.0,36.0,Medium
FKID003706,planned,construction,CBD 1,,,,True,0.0,137.66351,1.1,35.9,Medium
FKID004085,planned,construction,Varthur Road,,,,True,0.0,126.52037,1.9,35.9,Medium
FKID000502,planned,public_event,ORR East 1,,,,True,0.0,28.11572,6.9,35.8,Medium
FKID005473,planned,public_event,Bannerghata Road,,South Zone 1,,True,0.0,17.96501,7.4,35.7,Medium
FKID003859,planned,construction,ORR East 2,,,evening_peak,False,1.5,438.32727,5.8,35.3,Medium
FKID008131,planned,public_event,Hennur Main Road,Nagavara-ORR Junction,,,True,0.0,45.226704,3.9,35.3,Medium
FKID006207,planned,construction,West of Chord Road,NavarangTheatreJunction,West Zone 1,,True,0.0,41.163975,5.8,35.1,Medium
FKID004031,planned,construction,ORR East 2,,,night,False,2.3,363.5011,5.8,34.4,Medium
FKID007415,planned,construction,Hennur Main Road,Nagavara-ORR Junction,North Zone 1,,True,0.0,35.6919,3.9,34.4,Medium
FKID001721,planned,construction,ORR East 2,,,night,False,1.5,580.9791,5.8,34.2,Medium
FKID004364,planned,construction,Bellary Road 1,,West Zone 2,night,False,2.3,181.28287,18.8,34.1,Medium
FKID006645,planned,construction,Airport New South Road,HennurRd-DavisRdJunction,North Zone 1,,True,0.0,27.955814,1.8,33.6,Medium
FKID006763,planned,construction,Airport New South Road,HennurRd-DavisRdJunction,North Zone 1,,True,0.0,25.809055,1.8,33.5,Medium
FKID001278,planned,construction,ORR East 2,,,evening_peak,False,1.5,354.17532,5.8,33.3,Medium
FKID002409,planned,public_event,Old Airport Road,,,midday,False,2.3,259.6157,2.4,33.2,Medium
FKID002416,planned,public_event,Old Airport Road,,,midday,False,2.3,259.6157,2.4,33.2,Medium
FKID002408,planned,public_event,Old Airport Road,,,midday,False,2.3,259.6157,2.4,33.2,Medium
FKID002411,planned,public_event,Old Airport Road,,,midday,False,2.3,259.6157,2.4,33.2,Medium
FKID001014,planned,construction,ORR East 2,,,evening_peak,False,1.5,344.20654,5.8,33.1,Medium
FKID004629,planned,public_event,Magadi Road,,West Zone 1,morning_peak,False,2.3,58.118763,8.0,33.1,Medium
FKID001382,planned,construction,ORR East 2,,,night,False,1.5,533.8754,5.8,33.1,Medium
FKID001128,planned,construction,ORR East 2,,,evening_peak,False,1.5,331.186,5.8,32.8,Low
FKID005565,planned,construction,Airport New South Road,,North Zone 1,evening_peak,False,1.5,373.3549,1.8,32.6,Low
FKID006666,planned,public_event,Mysore Road,OldPoliceStation-Ashoknagar,Central Zone 1,night,False,2.3,14.262015,23.6,32.4,Low
FKID002337,planned,construction,Mysore Road,,,night,False,2.3,46.049786,23.6,32.4,Low
FKID000629,planned,construction,ORR East 2,,,night,False,1.5,491.07532,5.8,32.1,Low
FKID007538,planned,construction,ORR North 2,BEL Circle,North Zone 1,morning_peak,False,2.3,36.60758,7.7,31.8,Low
FKID005836,planned,construction,ORR North 1,"VeerannapalyaJunction(BEL,HO)",North Zone 1,night,False,2.3,221.4243,8.0,31.8,Low
FKID007748,planned,construction,Old Madras Road,QueensStatueCircle,Central Zone 1,evening_peak,False,2.3,29.42798,8.2,31.8,Low
FKID002410,planned,public_event,Old Airport Road,,,midday,False,2.3,196.856,2.4,31.8,Low
FKID005608,planned,construction,Airport New South Road,,North Zone 1,evening_peak,False,2.3,110.06138,1.8,31.7,Low
FKID001857,planned,vip_movement,Old Airport Road,,,,True,0.0,13.398432,2.4,31.7,Low
FKID000375,planned,construction,Bellary Road 1,,,night,False,2.3,52.22002,18.8,31.1,Low
FKID001602,planned,construction,ORR East 2,,,night,False,1.5,443.1485,5.8,31.0,Low
FKID004893,planned,construction,ORR North 2,,North Zone 1,evening_peak,False,1.5,228.78044,7.7,31.0,Low
FKID006194,planned,construction,Mysore Road,PoliceCornerJunc,Central Zone 2,morning_peak,False,1.5,14.055266,23.6,30.9,Low
FKID005470,planned,construction,Airport New South Road,,North Zone 1,evening_peak,False,2.3,60.438797,1.8,30.5,Low
FKID002071,planned,procession,Mysore Road,,,morning_peak,False,1.5,67.98306,23.6,30.4,Low
FKID001894,planned,construction,ORR East 2,,,night,False,1.5,413.70062,5.8,30.3,Low
FKID006434,planned,construction,Old Madras Road,WebbsCircle,Central Zone 1,night,False,2.3,152.31213,8.2,30.2,Low
FKID001356,planned,construction,ORR East 2,,,evening_peak,False,1.5,215.50922,5.8,30.1,Low
FKID005273,planned,public_event,Magadi Road,,West Zone 2,night,False,2.3,117.886314,8.0,30.0,Low
FKID007971,planned,construction,Bellary Road 2,YelhankaCircle,,night,False,2.3,106.95367,10.7,29.9,Low
FKID007967,planned,vip_movement,Mysore Road,A S CharStreet-MysoreRdJunc,,night,False,2.3,2.3858738,23.6,29.7,Low
FKID004386,planned,public_event,Magadi Road,,West Zone 2,night,False,2.3,83.175606,8.0,29.2,Low
FKID000241,planned,vip_movement,Mysore Road,,,evening_peak,False,1.5,18.522606,23.6,29.2,Low
FKID007450,planned,protest,Mysore Road,MotherTeressaCircle,Central Zone 1,morning_peak,False,1.5,20.154537,23.6,29.2,Low
FKID004448,planned,construction,ORR North 2,,,night,False,2.3,85.54944,7.7,28.5,Low
FKID006996,planned,construction,Tumkur Road,MS RamaiahJunc(TollGate),West Zone 2,evening_peak,False,1.5,15.477718,15.5,28.4,Low
FKID006248,planned,public_event,Bellary Road 2,HunsemarammanahalliJunction,,morning_peak,False,1.5,48.046677,10.7,28.4,Low
FKID002320,planned,construction,ORR East 2,,,night,False,2.3,100.63175,5.8,28.3,Low
FKID005837,planned,construction,ORR North 1,"VeerannapalyaJunction(BEL,HO)",North Zone 1,night,False,2.3,62.574814,8.0,28.1,Low
FKID007340,planned,construction,Bellary Road 2,SadahalliGateJunc(AirportRd),,night,False,2.3,25.030315,10.7,28.0,Low
FKID002805,planned,construction,ORR East 2,,,night,False,2.3,89.56357,5.8,28.0,Low
FKID001226,planned,construction,Bellary Road 1,,,night,False,1.5,137.67317,18.8,27.9,Low
FKID001758,planned,construction,ORR North 1,,,night,False,2.3,50.35748,8.0,27.8,Low
FKID006834,planned,construction,ORR North 1,HebbalFlyoverJunc,North Zone 1,evening_peak,False,1.5,67.21655,8.0,27.4,Low
FKID003577,planned,public_event,Mysore Road,,,night,False,1.5,25.870338,23.6,27.4,Low
FKID004594,planned,construction,Bannerghata Road,,South Zone 2,evening_peak,False,1.5,78.44083,7.4,27.4,Low
FKID006635,planned,public_event,Bellary Road 2,SadahalliGateJunc(AirportRd),,night,False,1.5,194.46384,10.7,27.4,Low
FKID005753,planned,construction,ORR East 2,,East Zone 1,,False,0.0,652.6329,5.8,27.3,Low
FKID002883,planned,public_event,Hennur Main Road,,,night,False,2.3,46.53682,3.9,27.1,Low
FKID003349,planned,construction,West of Chord Road,,,night,False,2.3,50.661503,5.8,27.1,Low
FKID004866,planned,construction,ORR North 2,,,morning_peak,False,1.5,61.12038,7.7,27.1,Low
FKID005216,planned,construction,ORR North 2,,North Zone 1,night,False,1.5,242.82341,7.7,26.9,Low
FKID004218,planned,construction,ORR East 2,,East Zone 1,,False,0.0,633.83636,5.8,26.9,Low
FKID003302,planned,construction,ORR East 2,,,evening_peak,False,1.5,71.84816,5.8,26.8,Low
FKID000557,planned,construction,ORR West 1,,,night,False,2.3,33.3463,6.0,26.8,Low
FKID007161,planned,procession,Magadi Road,LeprosyhospitalJunc,Central Zone 2,night,False,2.3,80.37359,8.0,26.7,Low
FKID007554,planned,construction,IRR(Thanisandra road),KoramangalaWaterTankJunc,South Zone 2,night,False,2.3,57.18584,3.5,26.6,Low
FKID007658,planned,construction,ORR North 1,"VeerannapalyaJunction(BEL,HO)",North Zone 1,evening_peak,False,1.5,33.817425,8.0,26.6,Low
FKID001606,planned,construction,ORR North 2,,,night,False,2.3,3.219623,7.7,26.6,Low
FKID007135,planned,construction,Bellary Road 1,HebbalFlyoverJunc,North Zone 1,night,False,1.5,79.57257,18.8,26.5,Low
FKID007842,planned,construction,ORR West 1,JP Nagar 15th cross junction,South Zone 1,evening_peak,False,1.5,49.759655,6.0,26.3,Low
FKID006091,planned,construction,Hennur Main Road,Nagavara-ORR Junction,North Zone 1,evening_peak,False,1.5,69.04417,3.9,26.2,Low
FKID003119,planned,construction,ORR East 2,,,night,False,1.5,224.77673,5.8,25.9,Low
FKID004741,planned,construction,Bannerghata Road,,South Zone 2,night,False,1.5,201.64433,7.4,25.9,Low
FKID004557,planned,construction,Bellary Road 1,,North Zone 1,night,False,1.5,45.233967,18.8,25.7,Low
FKID005544,planned,construction,ORR North 1,,East Zone 2,midday,False,1.5,109.40621,8.0,25.5,Low
FKID004913,planned,construction,Bellary Road 1,,North Zone 2,night,False,1.5,34.45855,18.8,25.5,Low
FKID005454,planned,construction,Airport New South Road,,East Zone 2,evening_peak,False,1.5,65.1632,1.8,25.4,Low
FKID006376,planned,construction,Bellary Road 1,HebbalFlyoverJunc,North Zone 1,night,False,1.5,26.793533,18.8,25.3,Low
FKID005436,planned,construction,ORR East 2,,East Zone 1,,False,0.0,561.29224,5.8,25.2,Low
FKID001415,planned,construction,IRR(Thanisandra road),,,night,False,1.5,209.2234,3.5,24.9,Low
FKID001052,planned,construction,ORR East 2,,,night,False,1.5,180.41739,5.8,24.9,Low
FKID006696,planned,construction,ORR North 1,"VeerannapalyaJunction(BEL,HO)",North Zone 1,night,False,1.5,144.90802,8.0,24.8,Low
FKID005527,planned,construction,Airport New South Road,,North Zone 1,evening_peak,False,1.5,38.89145,1.8,24.8,Low
FKID006807,planned,protest,Mysore Road,PoliceCornerJunc,Central Zone 2,night,False,1.5,8.391549,23.6,24.6,Low
FKID007687,planned,construction,Bellary Road 2,JakkurCrossJunction,North Zone 1,night,False,1.5,94.57714,10.7,24.4,Low
FKID005549,planned,construction,Airport New South Road,,North Zone 1,evening_peak,False,1.5,16.823536,1.8,24.3,Low
FKID006633,planned,public_event,Bellary Road 2,SadahalliGateJunc(AirportRd),,night,False,1.5,56.268047,10.7,24.2,Low
FKID007663,planned,construction,ORR North 1,"VeerannapalyaJunction(BEL,HO)",North Zone 1,night,False,1.5,114.843285,8.0,24.1,Low
FKID005587,planned,construction,Airport New South Road,,North Zone 1,evening_peak,False,1.5,9.107115,1.8,24.1,Low
FKID006594,planned,construction,Varthur Road,KundanahalliGateJunc,East Zone 1,night,False,1.5,192.1376,1.9,24.0,Low
FKID004700,planned,public_event,West of Chord Road,,West Zone 2,night,False,1.5,102.56996,5.8,23.8,Low
FKID006593,planned,construction,Varthur Road,KundanahalliGateJunc,East Zone 1,night,False,1.5,185.35803,1.9,23.8,Low
FKID006639,planned,public_event,Bellary Road 2,SadahalliGateJunc(AirportRd),,night,False,1.5,35.98056,10.7,23.7,Low
FKID002817,planned,tree_fall,ORR West 1,,,morning_peak,False,1.5,5.1721706,6.0,23.6,Low
FKID006638,planned,public_event,Bellary Road 2,SadahalliGateJunc(AirportRd),,night,False,1.5,28.143772,10.7,23.6,Low
FKID000166,planned,construction,Bellary Road 2,,,night,False,1.5,56.854897,10.7,23.5,Low
FKID002610,planned,construction,ORR East 2,,,night,False,1.5,114.350555,5.8,23.4,Low
FKID007244,planned,construction,Hennur Main Road,Nagavara-ORR Junction,North Zone 1,night,False,1.5,133.28416,3.9,23.2,Low
FKID000699,planned,construction,Bellary Road 2,,,night,False,1.5,37.88116,10.7,23.1,Low
FKID003510,planned,construction,ORR East 1,,,night,False,1.5,86.96007,6.9,23.1,Low
FKID007830,planned,construction,Bellary Road 2,YelhankaCircle,North Zone 2,night,False,1.5,35.915485,10.7,23.0,Low
FKID000158,planned,construction,Old Madras Road,,,night,False,1.5,55.927177,8.2,22.8,Low
FKID000040,planned,construction,ORR East 1,,,midday,False,1.5,7.0789833,6.9,22.8,Low
FKID000694,planned,construction,ORR West 1,,,night,False,1.5,76.63933,6.0,22.6,Low
FKID005979,planned,vehicle_breakdown,Old Airport Road,"KuvempuCircleJunc,HAL MainGate",East Zone 2,evening_peak,False,1.5,8.73508,2.4,22.5,Low
FKID005040,planned,others,Airport New South Road,,North Zone 1,evening_peak,False,1.5,1.6219962,1.8,22.2,Low
FKID007913,planned,construction,ORR North 1,Nagavara-ORR Junction,North Zone 1,night,False,1.5,17.53398,8.0,21.8,Low
FKID007012,planned,public_event,West of Chord Road,VijayanagarBusStandJunction,West Zone 2,night,False,1.5,6.2226048,5.8,21.6,Low
FKID007013,planned,public_event,West of Chord Road,VijayanagarBusStandJunction,West Zone 2,night,False,1.5,6.1554284,5.8,21.6,Low
FKID008159,planned,construction,Old Madras Road,AnilKumbleCircle,,night,False,1.5,8.264352,8.2,21.6,Low
FKID002192,planned,construction,ORR North 2,,,night,False,1.5,14.677359,7.7,21.6,Low
FKID006703,planned,procession,Hosur Road,Bommanahalli,South Zone 2,night,False,1.5,63.221634,8.9,21.4,Low
FKID001434,planned,construction,ORR North 2,,,night,False,1.5,3.076562,7.7,21.4,Low
FKID007823,planned,construction,ORR North 2,BEL Circle,North Zone 1,night,False,1.5,2.850874,7.7,21.4,Low
FKID005239,planned,construction,ORR East 1,,East Zone 1,night,False,1.5,11.004375,6.9,21.3,Low
FKID006486,planned,construction,IRR(Thanisandra road),Srinivagilu(Ejipura)Junc,Central Zone 1,night,False,1.5,44.119576,3.5,21.1,Low
FKID002212,planned,procession,Bannerghata Road,,,night,False,1.5,48.87643,7.4,20.6,Low
FKID005164,planned,construction,Airport New South Road,,North Zone 1,night,False,1.5,7.4889765,1.8,19.7,Low
FKID007717,planned,construction,Mysore Road,UniversityJunc(Janabharti),West Zone 1,,False,0.0,86.15886,23.6,19.5,Low
FKID001064,planned,public_event,Bellary Road 1,,,,False,0.0,74.19413,18.8,18.5,Low
FKID005754,planned,public_event,Bellary Road 1,,Central Zone 2,,False,0.0,40.48549,18.8,17.7,Low
FKID008080,planned,protest,Mysore Road,Richmond circle jn,,,False,0.0,16.608173,23.6,16.2,Low
FKID002092,planned,construction,Old Madras Road,,,,False,0.0,98.70533,8.2,15.2,Low
FKID000946,planned,public_event,CBD 2,,,,False,0.0,101.89499,3.4,14.5,Low
FKID000575,planned,construction,ORR East 2,,,,False,0.0,81.80162,5.8,14.0,Low
FKID001059,planned,construction,Old Airport Road,,,,False,0.0,110.54738,2.4,13.7,Low
FKID000439,planned,public_event,CBD 2,QueensStatueCircle,,,False,0.0,53.80907,3.4,13.4,Low
FKID001988,planned,public_event,CBD 2,,,,False,0.0,47.153736,3.4,13.2,Low
FKID001680,planned,public_event,CBD 2,,,,False,0.0,43.274982,3.4,13.1,Low
FKID000008,planned,public_event,CBD 2,QueensStatueCircle,,,False,0.0,37.64949,3.4,13.0,Low
FKID001683,planned,public_event,CBD 2,,,,False,0.0,38.68697,3.4,13.0,Low
FKID005469,planned,construction,Airport New South Road,,North Zone 1,,False,0.0,80.05974,1.8,12.8,Low
FKID004703,planned,procession,Magadi Road,,West Zone 1,,False,0.0,56.384388,8.0,12.4,Low
FKID007191,planned,procession,Airport New South Road,HennurRd-DavisRdJunction,North Zone 1,,False,0.0,47.83521,1.8,10.3,Low
